cluster	rank	names	scores	logfoldchanges	pvals	pvals_adj
9	21	CHD1	15.990431	2.7386396	1.4899693499770638e-57	4.1629288685885884e-55
9	22	MIR181A1HG	15.638967	2.936509	3.950889541541902e-55	1.0791530455968297e-52
9	23	ITGA4	15.519208	2.6808443	2.5720771588936107e-54	6.871576357128835e-52
9	24	ARHGEF7	15.431957	3.1602128	9.97969405364123e-54	2.6468607395458162e-51
9	25	PSAP	15.207899	1.827357	3.13442559927082e-52	8.136390876518531e-50
9	26	ADAM10	15.179618	3.1130855	4.825869351958661e-52	1.235186322734538e-49
9	27	FUS	15.136528	1.7156724	9.299514980393597e-52	2.3313119712149727e-49
9	28	SSBP2	14.982707	2.443206	9.525628978343734e-51	2.3243169749090603e-48
9	29	CD8A	14.659384	2.037873	1.173324574230132e-48	2.8068531203527493e-46
9	30	GALNT7	14.613777	3.3785174	2.2943691513121937e-48	5.453000344621922e-46
9	31	TFDP2	14.345327	2.0798535	1.1396148263890488e-46	2.623335991236829e-44
9	32	SLAMF1	14.277706	2.6047611	3.013596157458809e-46	6.893789559946867e-44
9	33	PNISR	14.127676	1.8172367	2.564703639813013e-45	5.7944887605429686e-43
9	34	CD99	13.982244	1.5969118	2.0007942505855275e-44	4.3589922836714816e-42
9	35	CCNL1	13.935162	2.1977177	3.873220676582153e-44	8.388387572993099e-42
9	36	NFATC3	13.8462515	2.7219017	1.3402663941915082e-43	2.819258062862264e-41
9	37	BCL11B	13.833343	2.2731755	1.6039116997020582e-43	3.354558406902573e-41
9	38	SCAI	13.38553	2.9608703	7.347109357875475e-41	1.4535759438248665e-38
9	39	SOX4	13.308392	1.6735643	2.0688865677490767e-40	4.071146089579783e-38
9	40	RASSF6	13.197326	3.337933	9.090487701347392e-40	1.760428255857227e-37
9	41	LDLRAD4	12.89851	2.6034877	4.5888394609121234e-38	8.702389280251016e-36
9	42	BTG1	12.564289	1.2450727	3.318458812516866e-36	6.1342884341883745e-34
9	43	MTA3	12.367559	2.8254492	3.9153651386704406e-35	7.094370269330534e-33
9	44	ZFP36L2	12.132604	1.3731295	7.095730100200418e-34	1.213601950455306e-31
9	45	THEMIS	11.7328005	2.490788	8.654739196254568e-32	1.359536949880315e-29
9	46	SH2D1A	11.572972	1.8103652	5.64913192949805e-31	8.579414014587473e-29
9	47	RBM39	11.538626	1.5196803	8.426066753783673e-31	1.2639445461280173e-28
9	48	AEBP1	11.534831	2.5085006	8.80599829586252e-31	1.3155442597014864e-28
9	49	CXCR4	11.385423	1.7161219	4.94278623214066e-30	6.958112264714627e-28
9	50	CELF2	11.268965	1.9848808	1.8675346851539576e-29	2.5696856019293234e-27
9	51	LTB	11.2437525	1.48595	2.485856453824072e-29	3.4076716129743396e-27
9	52	MT-CO2	11.200852	1.1000799	4.0382738987453924e-29	5.454053984058306e-27
9	53	CD3G	11.01845	1.4577711	3.11375009295408e-28	4.055742603281576e-26
9	54	LYST	10.952411	2.5440648	6.470233829456264e-28	8.251464403899955e-26
9	55	CD1B	10.950058	1.6766176	6.640505689107179e-28	8.439206553021244e-26
9	56	DGKA	10.827349	1.8722435	2.5544345465784515e-27	3.1586100959229022e-25
9	57	SON	10.725093	1.2631321	7.760889789680892e-27	9.31332220302001e-25
9	58	SSH2	10.695316	2.3927066	1.0705397216617297e-26	1.2804844559653911e-24
9	59	HDAC7	10.283527	1.8857565	8.3610492920649e-25	9.474389013587228e-23
9	60	SYTL3	10.277746	2.9131322	8.877901912537467e-25	1.0029015058666168e-22
9	61	CALN1	10.27078	3.2358954	9.543069680524273e-25	1.0714291207879415e-22
9	62	PITPNM2	10.265245	2.8106983	1.0106332089445645e-24	1.1277495756274391e-22
9	63	TSHR	10.172965	2.7770684	2.6181578500555693e-24	2.8605132976084745e-22
9	64	PLEKHG1	10.132129	2.762566	3.978897390394759e-24	4.270722093426351e-22
9	65	MT-ATP6	9.943673	1.0104433	2.687300597295126e-23	2.8022190644330176e-21
9	66	NIPBL	9.845077	2.195721	7.198457729772793e-23	7.44267659229983e-21
9	67	CD2AP	9.662273	2.488427	4.3607592871305485e-22	4.360878433559159e-20
9	68	LCP1	9.610626	1.2658833	7.210883804700734e-22	7.113896445710285e-20
9	69	SLA	9.467988	2.2002707	2.8528540647942478e-21	2.755074185370297e-19
9	70	WAKMAR2	9.457247	2.5890868	3.1615845265398098e-21	3.0451882962074627e-19
9	71	ARGLU1	9.418722	1.5528932	4.5660991177598485e-21	4.38645128107948e-19
9	72	ITPR2	9.39656	2.4383602	5.637630662873772e-21	5.373513538850076e-19
9	73	CD1A	9.31134	1.6809791	1.2622869382792132e-20	1.1755970541465008e-18
9	74	SF3B1	9.299054	1.570773	1.4170048473073958e-20	1.3130074535771644e-18
9	75	TNFAIP3	9.179674	1.7569159	4.323965858222783e-20	3.946670183960401e-18
9	76	IL17RA	8.868102	2.3404028	7.440308018319254e-19	6.453144876267843e-17
9	77	CEP128	8.841563	2.9792235	9.438818857567933e-19	8.071733855276726e-17
9	78	GRAP2	8.819829	1.9482584	1.1463421555092741e-18	9.757504472975567e-17
9	79	TCF7	8.819562	1.1564676	1.1490871218353043e-18	9.758175811205098e-17
9	80	NUP214	8.749031	2.498491	2.1519181182005728e-18	1.8106288515921646e-16
10	1	EEF1A1	13.970773	1.5300754	2.3506082332432053e-44	6.4010406455819654e-40
10	2	TMSB10	13.94244	2.7215543	3.4977408516608646e-44	6.4010406455819654e-40
10	3	TMSB4X	13.297495	2.0807366	2.3935375248183483e-40	2.9201955648625456e-36
10	4	MARCKSL1	13.2590065	4.186675	4.001640810846558e-40	3.6616013829448716e-36
10	5	RPL41	11.225488	1.2729449	3.056959328014922e-29	1.5983966909239167e-25
10	6	CCL19	10.9325075	5.186244	8.058990608765865e-28	3.687088940892993e-24
10	7	ACTB	10.535903	1.5346161	5.901388920012632e-26	2.399963731793137e-22
10	8	GSTP1	10.512444	3.5400887	7.570608817166071e-26	2.7709185331709536e-22
10	9	FSCN1	10.488925	5.5393934	9.712682173261154e-26	3.23176254748665e-22
10	10	VIM	10.173753	2.5834205	2.5970536249051212e-24	7.311904594242489e-21
10	11	RPLP1	9.637159	1.2582059	5.570810440662677e-22	1.2743577058668415e-18
10	12	RPS28	9.583017	1.2937889	9.425001265183617e-22	2.0292027723940325e-18
10	13	ACTG1	9.280126	1.5936346	1.6927839746570067e-20	3.0978793128210555e-17
10	14	LSP1	9.224912	3.1436713	2.8379378931092687e-20	4.946255467890111e-17
10	15	FTH1	9.179688	1.6463336	4.323411444195373e-20	7.192781012227038e-17
10	16	RPS27A	8.994085	1.140278	2.3820644973274207e-19	3.79069315942091e-16
10	17	RPL10	8.883911	1.1494428	6.454972255453658e-19	9.450337580874373e-16
10	18	CD74	8.853415	2.9715767	8.488164679721042e-19	1.194905059394115e-15
10	19	RPL36	8.715726	1.6471478	2.8890167295267073e-18	3.5246967105802337e-15
10	20	RPS14	8.621272	1.463542	6.6214098990771816e-18	7.660325279887107e-15
10	21	PFN1	8.6199665	1.4822251	6.697369169049682e-18	7.660325279887107e-15
10	22	RPS25	8.332542	1.4424348	7.912453346998522e-17	8.044547359819247e-14
10	23	EIF1	7.959281	1.366509	1.7304211261012597e-15	1.6667143062219002e-12
10	24	TXN	7.936747	2.9020596	2.0755295360750183e-15	1.947857860253378e-12
10	25	LAMP3	7.67442	5.095336	1.6616881152239574e-14	1.4834011391539527e-11
10	26	B2M	7.546039	1.1441303	4.486952498694926e-14	3.819231358249605e-11
10	27	RPS15	7.4808154	1.1144117	7.38627640394069e-14	6.00766894801407e-11
10	28	RPS27	7.3091893	1.2008278	2.6875842784396893e-13	2.1384406994602408e-10
10	29	MYL6	7.1317058	1.3331249	9.913254621162564e-13	7.256700647783421e-10
10	30	CRIP1	7.011044	2.8294375	2.3654591148532733e-12	1.6335503596744275e-09
10	31	EBI3	6.843814	5.2039385	7.711210177464055e-12	4.703966728422697e-09
10	32	RPL14	6.597052	1.1055323	4.194134358272113e-11	2.4366589150336126e-08
10	33	RPL35A	6.5489335	1.0563529	5.794937223678898e-11	3.31407027068549e-08
10	34	CST3	6.527628	2.6674685	6.681948752211652e-11	3.705545549692404e-08
10	35	HLA-DPA1	6.5211368	2.7681386	6.977658438114351e-11	3.811780246170498e-08
10	36	RPS12	6.5159416	0.96867627	7.223500343102901e-11	3.8880490596751366e-08
10	37	LGALS2	6.512706	4.471636	7.380892850969171e-11	3.915189264323516e-08
10	38	RPS24	6.4846945	1.0851564	8.891176471619023e-11	4.5834640850384204e-08
10	39	HLA-DPB1	6.417863	2.8987164	1.38200747922709e-10	6.929158321532976e-08
10	40	RPL7A	6.4035645	0.917137	1.5179052974440425e-10	7.50768267456073e-08
10	41	ATP5F1E	6.232124	1.1765282	4.6015359846861336e-10	2.1319090958923692e-07
10	42	RPL11	6.1673975	0.90052366	6.942316435139905e-10	3.0987283395433615e-07
10	43	RPL28	6.1150584	0.7991124	9.65214661982504e-10	4.2180489499872463e-07
10	44	RPL39	5.7822647	0.9309111	7.370168720495508e-09	2.7809850034933616e-06
10	45	RPL37	5.7480836	0.80907255	9.02606225684568e-09	3.3710128921728046e-06
10	46	RPL9	5.7337074	1.020544	9.825872634372197e-09	3.5258506303005568e-06
10	47	RPL26	5.7216606	0.74498427	1.0548773450680805e-08	3.7265431772831865e-06
10	48	RPS27L	5.67095	2.349692	1.4200799835231172e-08	4.898799059520843e-06
10	49	RPL12	5.6154923	0.965609	1.960034408402513e-08	6.521747216540034e-06
10	50	HLA-B	5.465484	1.713374	4.6164560101464894e-08	1.419889969977913e-05
10	51	SRGN	5.4352307	2.2597857	5.4725545548243703e-08	1.655379911248982e-05
10	52	PCBP1	5.4276385	1.1233531	5.7104617765202836e-08	1.7076256776645154e-05
10	53	TFPI2	5.4201627	5.200778	5.954480880206418e-08	1.7575802798099604e-05
10	54	PCBP2	5.3822293	0.8549209	7.356893621226905e-08	2.120233570319102e-05
10	55	PPA1	5.336265	2.4951482	9.488075892731408e-08	2.6713312749989406e-05
10	56	HLA-DRA	5.3346567	2.3216813	9.572547826346348e-08	2.6745406335275013e-05
10	57	GNG5	5.319033	1.6825551	1.0432016306049186e-07	2.8708438256970394e-05
10	58	GPX4	5.276431	1.8952836	1.317239648080867e-07	3.597931967119986e-05
10	59	HLA-C	5.2537704	1.4700474	1.4901650467386835e-07	4.040113398198708e-05
10	60	UBA52	5.127066	0.81808966	2.9429219883014846e-07	7.732963435961003e-05
10	61	NPM1	5.117914	1.0654507	3.0893315368301804e-07	8.019335005639818e-05
10	62	RPL34	4.984933	0.6850082	6.198329956835159e-07	0.0001512433831667491
10	63	RPS3A	4.924388	0.806657	8.462489634971752e-07	0.00020377340995368493
10	64	RPL15	4.886893	0.85905695	1.0243974995889041e-06	0.00024034598001572741
10	65	LITAF	4.8705187	2.6663864	1.1130558176092207e-06	0.0002586567747345713
10	66	TUBA1C	4.785247	2.765972	1.7077738870841502e-06	0.00037882564873434533
10	67	RPL23A	4.776436	0.91049725	1.7842937092899902e-06	0.0003872936407185363
10	68	PLAAT3	4.7759876	4.2151523	1.7882742351693298e-06	0.0003872936407185363
10	69	OSTF1	4.7624693	2.640723	1.912383953301279e-06	0.000405751221281104
10	70	NCCRP1	4.761894	4.882748	1.917842716910221e-06	0.000405751221281104
10	71	ATP5MC2	4.636642	1.0898479	3.5411505731482094e-06	0.000689413043232966
10	72	ZFAS1	4.5863304	1.666084	4.511042537939842e-06	0.0008599409788080007
10	73	FAU	4.570434	0.65825874	4.8671521017886965e-06	0.0009042773303429852
10	74	EPSTI1	4.5674224	2.9861434	4.937585549732323e-06	0.0009127301449785492
10	75	RPL21	4.532666	0.71519166	5.824378297542541e-06	0.0010658903503417726
10	76	HLA-DQA1	4.505035	2.3195024	6.636200197518439e-06	0.0011790852593658854
10	77	LGALS1	4.431225	2.2297325	9.369934503016256e-06	0.0015588589670222637
10	78	RPS21	4.4126186	0.7082587	1.0212775327252409e-05	0.0016613235100122908
10	79	RPL30	4.4047337	0.652922	1.059138476189509e-05	0.0017077324831282915
10	80	RPL8	4.3310018	0.5324166	1.4843261792370568e-05	0.002331666201126846
11	1	BIRC3	19.166677	6.1016207	7.025474271562895e-82	2.5713938381347352e-77
11	2	UVRAG	17.106245	4.525076	1.3332341204004321e-65	2.439885102038811e-61
11	3	TNFAIP2	17.07464	6.4765673	2.292315656712849e-65	2.7967015117115664e-61
11	4	RASSF4	17.047033	6.3329916	3.6772758785453086e-65	3.364799360765921e-61
11	5	KDM2B	16.930286	5.240501	2.69071301880275e-64	1.9696557440239891e-60
11	6	ARHGAP10	16.390482	5.3419333	2.2366651821620298e-60	1.3644030388718742e-56
11	7	ERICH1	16.19772	4.3138604	5.233186908223795e-59	2.7362839146842728e-55
11	8	CCR7	15.91892	4.4875283	4.6839544227593024e-57	2.1429676978426655e-53
11	9	MALAT1	15.903974	3.1978776	5.946998058519038e-57	2.418511954887281e-53
11	10	LAMP3	15.721176	6.084168	1.0829481877078762e-55	3.963698661829598e-52
11	11	SAT1	15.557397	3.5740945	1.4174742930026044e-54	4.71645241801712e-51
11	12	SAMSN1	15.220571	5.228676	2.5826918638216846e-52	7.877425408978123e-49
11	13	TRAF1	15.157646	5.5155487	6.744342638598763e-52	1.8988437301181026e-48
11	14	LY75	15.120931	4.7334504	1.1786485115018304e-51	3.08140815496275e-48
11	15	NRP2	14.999705	6.1413517	7.374640055357913e-51	1.7994613377743664e-47
11	16	TYMP	14.781399	3.6981215	1.9311223084905995e-49	4.417562975816527e-46
11	17	CD83	14.682065	5.0167274	8.39928388402119e-49	1.808365820229762e-45
11	18	NUB1	14.565691	3.8955293	4.6426303828281766e-48	9.440273035660782e-45
11	19	ARHGAP22	14.52362	7.1336756	8.58543210710428e-48	1.653870529221704e-44
11	20	CFLAR	14.4635	3.8136735	2.0604915320649366e-47	3.7708025282554376e-44
11	21	NFKBIA	14.435923	3.5070448	3.075015806691755e-47	5.359459692415473e-44
11	22	MT-ND4	13.900764	2.8215961	6.26684324595493e-44	1.0426033165690743e-40
11	23	MGLL	13.707942	4.153237	9.100288756997567e-43	1.4481724730211651e-39
11	24	CCL19	13.6482725	4.2314982	2.0672100887359736e-42	3.152581519076057e-39
11	25	FSCN1	13.541801	4.8300815	8.858913241160581e-42	1.2969803341588737e-38
11	26	MYO9B	13.371543	4.565795	8.868181186222328e-41	1.2484011522958594e-37
11	27	DUSP1	13.286841	3.3759186	2.759834996469202e-40	3.7412118779914537e-37
11	28	NDE1	13.281402	3.8928742	2.967878932672664e-40	3.879547743384006e-37
11	29	TBC1D8	13.22381	5.522113	6.3940874442576655e-40	8.069999811974995e-37
11	30	FLT3	13.142822	6.7243867	1.871146548569813e-39	2.2828611608067905e-36
11	31	RELB	13.012504	3.567386	1.0388160683486619e-38	1.2265066747622378e-35
11	32	IDO1	12.9990635	5.491847	1.2385106938710458e-38	1.4165853095741922e-35
11	33	ID2	12.960032	3.5194259	2.0615996332479727e-38	2.2865638841366378e-35
11	34	SLCO5A1	12.834879	6.4487786	1.0456583195852325e-37	1.1256511810335029e-34
11	35	MT-ND1	12.642278	2.4902585	1.2342520117598704e-36	1.2907102252120862e-33
11	36	DAPP1	12.6289215	4.9009566	1.462691387569157e-36	1.4871102076782976e-33
11	37	IRF1	12.5817375	2.9907832	2.6611051924343983e-36	2.6324084094132817e-33
11	38	MT-CYB	12.530986	2.5388162	5.0530656164331214e-36	4.8670330165018074e-33
11	39	KLF6	12.475038	3.1409996	1.0215773735628848e-35	9.587372679429525e-33
11	40	NABP1	12.349319	5.317982	4.912546967226089e-35	4.4951032886860524e-32
11	41	FNBP1	12.195863	2.5724397	3.2702021921792213e-34	2.9193334252671143e-31
11	42	MT-ND2	12.168462	2.412872	4.576224149616427e-34	3.987961430955021e-31
11	43	REL	12.15234	3.0467212	5.574714040611883e-34	4.745118804661292e-31
11	44	ETV6	12.147923	3.5148196	5.8841445306546846e-34	4.894672135602094e-31
11	45	HLA-F	12.125092	2.9866931	7.777330914122613e-34	6.325735306395595e-31
11	46	NFKB2	11.939811	3.6440988	7.339020014748646e-33	5.839466773039461e-30
11	47	RGS1	11.903966	3.526926	1.1285322549499107e-32	8.788384907110996e-30
11	48	MT-CO1	11.798206	2.1832397	3.987214204731583e-32	3.04033389807043e-29
11	49	MARCKS	11.778469	3.401711	5.040015850251268e-32	3.7646861252050343e-29
11	50	CTSH	11.636391	3.318609	2.691666939393527e-31	1.9703540329748498e-28
11	51	KIF2A	11.539349	2.89701	8.35551656998502e-31	5.996475725059249e-28
11	52	DUSP4	11.511069	4.276676	1.1603060823708389e-30	8.166992869395207e-28
11	53	NEAT1	11.481949	2.9293776	1.6257351197818113e-30	1.1227081343232845e-27
11	54	FAM49A	11.394436	5.344259	4.457074338556227e-30	3.020988478990675e-27
11	55	PNRC1	11.356039	2.2008202	6.921180754576231e-30	4.605857032695357e-27
11	56	POGLUT1	11.263239	4.2435546	1.9929749469152358e-29	1.3025870720007956e-26
11	57	GRSF1	11.259594	2.625329	2.0771417273226013e-29	1.3337800765216585e-26
11	58	DOCK10	11.21552	3.0525136	3.4216963353208534e-29	2.1592673718806647e-26
11	59	LRRFIP2	11.201033	3.148782	4.0300912496524493e-29	2.5000910140428693e-26
11	60	PLEK	11.179538	3.8296072	5.135660098496314e-29	3.132838254417726e-26
11	61	EPSTI1	11.1587925	3.366002	6.486658219131706e-29	3.892101270138354e-26
11	62	CYTH1	11.121993	2.907747	9.805661266444157e-29	5.781823508740348e-26
11	63	EBI3	11.120671	4.9463778	9.952047240530093e-29	5.781823508740348e-26
11	64	IER3	11.114841	3.6804705	1.062396887428114e-28	6.058028627521121e-26
11	65	GADD45A	11.113718	3.9192073	1.0758500062535802e-28	6.058028627521121e-26
11	66	MT-ND4L	11.109607	2.1970234	1.1265436311197707e-28	6.247367188274958e-26
11	67	ANKRD33B	11.018731	5.8137393	3.1040244313310127e-28	1.6956775852409912e-25
11	68	CD40	10.990124	3.8803415	4.263433907293586e-28	2.2947933006007728e-25
11	69	NFKBIZ	10.978233	3.155245	4.8633950224511475e-28	2.5797843654599193e-25
11	70	MT-ND3	10.976293	2.233981	4.968986025701539e-28	2.598140821810029e-25
11	71	IL15	10.85321	5.1526384	1.9254144903286733e-27	9.925647290214053e-25
11	72	MT-ND5	10.851171	2.1424384	1.9688832387551024e-27	1.0008763253010486e-24
11	73	TRAFD1	10.7997	3.4129992	3.453305666686028e-27	1.731430694607881e-24
11	74	PTPN1	10.765193	2.9734733	5.025629327755847e-27	2.478753960271133e-24
11	75	HLA-B	10.7642145	2.5687313	5.0792750750071025e-27	2.478753960271133e-24
11	76	GSTP1	10.761769	2.5050812	5.215886473529003e-27	2.511929747600461e-24
11	77	CCDC88A	10.759447	3.1152468	5.349039709560359e-27	2.5225200362609802e-24
11	78	SRRM2	10.758988	2.371778	5.375715494886928e-27	2.5225200362609802e-24
11	79	FCHSD2	10.67878	3.495872	1.2794235275722021e-26	5.927617788945591e-24
11	80	LSP1	10.61221	2.36334	2.6148801523919126e-26	1.1963403557212051e-23
12	1	LILRA4	18.389776	10.468227	1.5863563004059858e-75	5.806222695115949e-71
12	2	JCHAIN	18.041943	8.496568	9.127813732909295e-73	1.3771827065793784e-68
12	3	GZMB	18.020914	10.107037	1.3351962106597e-72	1.3771827065793784e-68
12	4	PLD4	18.014288	8.686359	1.5050765897974137e-72	1.3771827065793784e-68
12	5	IRF8	17.852919	6.4360256	2.7431576562548242e-71	2.0080462675316565e-67
12	6	IRF7	17.772493	5.9191337	1.1544471587990267e-70	7.042320076533863e-67
12	7	FCER1G	17.685305	7.059551	5.442667261001142e-70	2.8458152059986114e-66
12	8	TYROBP	17.490873	6.6904855	1.681578230654649e-68	7.69343060252385e-65
12	9	IL3RA	17.344414	6.5363398	2.173819407579493e-67	8.840440459646335e-64
12	10	PLAC8	17.319498	6.5347304	3.352683448512923e-67	1.227115668990215e-63
12	11	CCDC50	17.242723	5.665798	1.2691236281102025e-66	4.2228358102237746e-63
12	12	SPIB	17.203903	6.2678823	2.48231039987265e-66	7.571253578811571e-63
12	13	TCF4	16.937328	5.0366607	2.3872139889240987e-64	6.721109169893149e-61
12	14	GRN	16.807676	4.820593	2.1441525096363182e-63	5.605580428942778e-60
12	15	DNASE1L3	16.679659	6.381243	1.8426779671916434e-62	4.496257085145422e-59
12	16	UGCG	16.662292	4.8842144	2.4639926129785874e-62	5.63653710172683e-59
12	17	RNASE6	16.487064	6.6431885	4.545015535679845e-61	9.785418448318707e-58
12	18	CLEC4C	16.477318	10.675398	5.34014064069263e-61	1.0858582643888386e-57
12	19	MPEG1	16.423933	7.255513	1.2893176707888758e-60	2.4837008457128235e-57
12	20	CTSC	16.367727	4.6685705	3.2513272481184607e-60	5.95009143041919e-57
12	21	RPS6KA4	16.245108	5.6240525	2.41917070689282e-59	4.216384144904005e-56
12	22	CYB561A3	16.237196	4.880137	2.7521600261226587e-59	4.578718596187065e-56
12	23	LILRB4	16.232197	8.19716	2.9857693037972336e-59	4.751397490794893e-56
12	24	TSPAN13	16.196379	5.747507	5.348602799612013e-59	8.156842127858303e-56
12	25	RNASET2	16.192816	4.27077	5.6674516357366005e-59	8.297375892783813e-56
12	26	PPP1R14B	16.157269	5.5513697	1.0093718681942319e-58	1.4209238364529646e-55
12	27	ALOX5AP	16.094524	4.3849115	2.7870142907028963e-58	3.778055927926544e-55
12	28	CYBA	16.017336	3.9341247	9.670639940128756e-58	1.2641253301737592e-54
12	29	HERPUD1	15.972005	4.3525596	2.0024337002943586e-57	2.5272784780853042e-54
12	30	DERL3	15.960804	7.066127	2.3962534992470165e-57	2.9235091441980014e-54
12	31	VAMP8	15.9573145	4.0160365	2.534043136459307e-57	2.991887510888616e-54
12	32	NPC2	15.905104	4.5485644	5.840634439245738e-57	6.680408159713539e-54
12	33	CTSB	15.87272	4.6109347	9.790439234963084e-57	1.085878383148133e-53
12	34	FCHSD2	15.805177	4.749707	2.865854210828957e-56	3.0850920579573726e-53
12	35	CYBB	15.801163	6.2648134	3.0543099433414043e-56	3.1555822443053646e-53
12	36	ITM2C	15.80015	3.8514194	3.103766585475619e-56	3.1555822443053646e-53
12	37	CD74	15.78074	4.840348	4.2221117776116e-56	4.17658143709087e-53
12	38	CD68	15.7199135	5.931295	1.1047411598566155e-55	1.0640692418924207e-52
12	39	C12orf75	15.712735	4.6138425	1.2372377048796593e-55	1.1611317240077027e-52
12	40	MS4A6A	15.706217	7.060371	1.3712091470661765e-55	1.2546906497942283e-52
12	41	LGMN	15.636803	5.1184106	4.087444290752138e-55	3.64889142648339e-52
12	42	BLNK	15.52279	5.8591056	2.432419808671182e-54	2.1197380337422364e-51
12	43	SELL	15.33241	4.0342793	4.644298909003448e-53	3.9531624271729114e-50
12	44	PLP2	15.235312	3.7809684	2.061384964576395e-52	1.7147443429195598e-49
12	45	GPR183	15.184314	6.5430517	4.492385673211086e-52	3.653906845004421e-49
12	46	PLEK	15.162354	4.9709473	6.277828128094183e-52	4.995104072095113e-49
12	47	CAPG	15.114366	4.015905	1.3021855835561038e-51	1.0140700966752543e-48
12	48	MAN2B1	14.939066	4.0776095	1.8352892916387666e-50	1.3994463200681352e-47
12	49	NIBAN3	14.853405	6.3419957	6.612266526762725e-50	4.939093207062092e-47
12	50	HLA-DMA	14.832612	3.7359207	9.015592252914264e-50	6.5995938409783e-47
12	51	SPCS1	14.807578	3.119093	1.3087171887513141e-49	9.392227024605264e-47
12	52	NAPSA	14.767102	6.114281	2.387585314685175e-49	1.6805386558229248e-46
12	53	PTPRE	14.732169	4.5673175	4.006363764477326e-49	2.7667343423327283e-46
12	54	SEC61B	14.707678	3.0799837	5.754851704741884e-49	3.9006171712084754e-46
12	55	IGFLR1	14.680095	3.9539745	8.646967208831997e-49	5.754320851099272e-46
12	56	ZFAT	14.656706	5.9549956	1.2205155064252635e-48	7.88849533123793e-46
12	57	SELENOS	14.656263	3.929189	1.2285025924990084e-48	7.88849533123793e-46
12	58	GAS6	14.653126	4.560655	1.2865726878993378e-48	8.118939129276493e-46
12	59	APP	14.651707	3.637419	1.3137365307482382e-48	8.149842502019706e-46
12	60	SERPINF1	14.648118	4.485346	1.3849986292905882e-48	8.44872247177747e-46
12	61	TPM2	14.615164	4.5222125	2.2481187225903272e-48	1.3489080879594848e-45
12	62	SAMHD1	14.536763	4.1747622	7.086529047784459e-48	4.1834524141606287e-45
12	63	S100A4	14.302193	4.088983	2.120235068469847e-46	1.2317892657311885e-43
12	64	TLR9	14.238383	7.2199903	5.293791045644625e-46	3.027469469713108e-43
12	65	IGKC	14.150634	4.030498	1.8508212411068913e-45	1.0421832037808205e-42
12	66	LYN	14.129686	5.0569634	2.4925229501358973e-45	1.3822550378473328e-42
12	67	IDH3A	14.105683	3.5380177	3.503798124426758e-45	1.914067390330504e-42
12	68	IFI44L	14.093062	3.6784508	4.189913168132073e-45	2.255220762747088e-42
12	69	JAML	14.051918	4.6221647	7.497564798331342e-45	3.977077814256891e-42
12	70	CTSZ	14.023431	4.7275257	1.1206380732507574e-44	5.859496302721568e-42
12	71	CXCR3	14.017653	5.453159	1.2156795033168014e-44	6.26691345083074e-42
12	72	MX1	13.997511	3.3629153	1.6142620267861676e-44	8.206056172555627e-42
12	73	CTSS	13.913685	3.5761843	5.231305182185699e-44	2.6228904242901197e-41
12	74	BCL11A	13.897186	3.527377	6.588104382937899e-44	3.2585298448636494e-41
12	75	ERP29	13.818839	2.8498263	1.9620883496211928e-43	9.575252757931372e-41
12	76	BST2	13.792503	3.2668312	2.8277421343119105e-43	1.3618182876046083e-40
12	77	PYCARD	13.721732	3.299543	7.524558252922042e-43	3.576705930067528e-40
12	78	OAS1	13.676719	3.7187104	1.3986291347301092e-42	6.562977559007272e-40
12	79	PPIB	13.641614	2.7953095	2.264927386308907e-42	1.0493494590669911e-39
12	80	HLA-DQB1	13.611119	3.5900302	3.439356965925389e-42	1.5735488038729396e-39
13	1	IGFBP7	28.424328	6.6037426	1.0121353178700211e-177	3.704516476936064e-173
13	2	MYL9	27.96564	7.7339315	4.255078342812062e-172	7.787006121263214e-168
13	3	CALD1	26.688877	6.388894	6.336649191854487e-157	7.730923235702202e-153
13	4	TAGLN	26.658125	8.086101	1.4407679990527057e-156	1.3183387383332022e-152
13	5	IFITM3	26.07444	5.2608614	7.108898340942282e-150	5.203855763536569e-146
13	6	SPARC	25.541441	5.6946573	6.834775361986855e-144	4.169326883734681e-140
13	7	ACTA2	25.139421	7.9723773	1.8445798677303042e-139	9.644781105542409e-136
13	8	TPM2	24.393963	6.4840493	1.9820130295841232e-131	9.067957361976062e-128
13	9	ADIRF	23.915638	6.0687094	2.1060118536392582e-126	8.56468220611672e-123
13	10	MT2A	23.702179	5.2965803	3.423908664086863e-124	1.2531848101424329e-120
13	11	TIMP3	23.439503	5.7858424	1.691500144482854e-121	5.628236071656086e-118
13	12	TPM1	23.4144	5.722517	3.048842887680807e-121	9.299224877667101e-118
13	13	LGALS1	23.200775	4.404042	4.472004818452535e-119	1.2590757566167788e-115
13	14	VIM	23.103067	3.1209373	4.31261598420832e-118	1.127471840271491e-114
13	15	SPARCL1	21.846722	4.75481	8.351734213408793e-106	2.037878826299835e-102
13	16	PLAC9	21.823132	6.0589337	1.3994323940642323e-105	3.2012890659465604e-102
13	17	LHFPL6	21.68398	5.6871448	2.906235792759809e-104	6.257125661811869e-101
13	18	CRIP1	21.536304	3.7638872	7.116260425955857e-103	1.447012488057835e-99
13	19	MTRNR2L12	21.146275	2.9653535	2.9861465134232034e-99	5.752418344094877e-96
13	20	TINAGL1	21.08387	6.623046	1.1185090698595024e-98	2.0469275232963826e-95
13	21	RGS5	21.02642	7.9017644	3.7596682092652156e-98	6.552743625110292e-95
